M (Hyperplanes),D (Bags),T (Filtered),FP (Hashed),FN (Hashed),FP (Theoretical),FN (Theoretical)
64,3,31,0.5673999999999999,0.0,0.027866345054131988,0.26597224734204217
64,5,0,6.666666666666667e-05,0.7699999999999999,7.256814644085295e-05,0.9180441677772856
64,5,1,0.0002666666666666667,0.6318666666666667,8.518453563233142e-05,0.9064731364223739
64,5,2,0.0002666666666666667,0.49820000000000003,0.00011416105169422069,0.8936903490560774
64,5,3,0.0006000000000000001,0.3605333333333334,0.0001461811964944228,0.8803306184639111
64,5,4,0.0011333333333333336,0.2550666666666667,0.0001752043155590685,0.8660253668122472
64,5,5,0.0019333333333333336,0.1678,0.00022316264491287603,0.8491150210278596
64,5,6,0.002800000000000001,0.10913333333333332,0.00027868217614939806,0.8307840136798605
64,5,7,0.0037333333333333337,0.06760000000000002,0.0003719417113020937,0.8113031295895529
64,5,8,0.007400000000000003,0.042933333333333344,0.00043680193028332765,0.7919827877032558
64,5,9,0.00946666666666667,0.0246,0.0005458861315104847,0.7693386869300629
64,5,10,0.015200000000000007,0.014733333333333338,0.0006525737637660979,0.7466568491635431
64,5,11,0.020266666666666672,0.0082,0.0008550451319989467,0.718272001548501
64,5,12,0.02460000000000001,0.004866666666666668,0.0010322570359193781,0.6922740851434246
64,5,13,0.03640000000000001,0.0028666666666666675,0.0013146011906030577,0.6661857440685441
64,5,14,0.046400000000000025,0.001666666666666667,0.0016165742661611551,0.6362187489536392
64,5,15,0.058133333333333356,0.0008,0.0019821949290971274,0.6053751742738638
64,5,16,0.07986666666666668,0.00046666666666666666,0.002420560644550998,0.5744952021240055
64,5,17,0.09793333333333333,0.0002666666666666667,0.0029666332577091845,0.5428640890449894
64,5,18,0.12293333333333333,6.666666666666667e-05,0.0035574438682264013,0.5099535894606525
64,5,19,0.15306666666666668,0.00013333333333333334,0.004461866340802989,0.4710988661978989
64,5,20,0.17713333333333334,6.666666666666667e-05,0.005471055624946224,0.4385166341158764
64,5,21,0.20733333333333334,0.0,0.006570285885867638,0.4074523922040479
64,5,22,0.25719999999999993,6.666666666666667e-05,0.007995074556462497,0.3737800956416243
64,5,23,0.2949333333333333,0.0,0.00996171588656196,0.3367742112465276
64,5,24,0.3357333333333333,6.666666666666667e-05,0.011942851730760729,0.3075703683165197
64,5,25,0.3772,0.0,0.01430599354475086,0.27537027100125305
64,5,26,0.42993333333333333,0.0,0.0167016902373653,0.24818216490274553
64,5,27,0.47580000000000006,0.0,0.02093840527986756,0.21621019345077722
64,5,28,0.5346666666666665,6.666666666666667e-05,0.025646736428799277,0.19057120414422427
64,5,29,0.5733333333333335,0.0,0.03008732788226775,0.16681485511715077
64,5,30,0.6346,0.0,0.0358432247743904,0.14242595677533393
64,5,31,0.6865333333333333,0.0,0.04395212435009014,0.1229808102805239
64,7,0,0.0002,0.6843333333333333,0.00013592181635007524,0.8901005988007721
64,7,1,0.0003333333333333333,0.5403333333333333,0.00014853703810846947,0.8767540820775946
64,7,2,0.0008000000000000001,0.38386666666666674,0.00019363668437195983,0.8612464882127092
64,7,3,0.0013333333333333335,0.26433333333333336,0.00024702769400138753,0.8428922150708373
64,7,4,0.0018,0.16633333333333333,0.0003146598738293137,0.8245675120605168
64,7,5,0.0035333333333333345,0.09886666666666669,0.0003725547932917392,0.8040950462844416
64,7,6,0.0056000000000000025,0.05726666666666669,0.0004556294403212469,0.7810771332560605
64,7,7,0.007533333333333337,0.03386666666666668,0.0005916347437004352,0.7571583782159744
64,7,8,0.010800000000000006,0.018600000000000002,0.000656790045708159,0.7332148888535402
64,7,9,0.017200000000000003,0.011333333333333336,0.0008798037357450379,0.7066251421540535
64,7,10,0.02413333333333334,0.0066000000000000026,0.0010455812702945834,0.6766817115578334
64,7,11,0.03186666666666668,0.004266666666666668,0.0013485474766361315,0.6449795897046564
64,7,12,0.038933333333333354,0.0019333333333333333,0.001633070200276527,0.618232356766527
64,7,13,0.0588666666666667,0.0009333333333333336,0.002092469421948778,0.584298568074456
64,7,14,0.07440000000000001,0.001,0.002455371465682639,0.5549291957549137
64,7,15,0.09073333333333333,0.00046666666666666666,0.0031094038510816346,0.5180431049093325
64,7,16,0.11613333333333334,0.0002,0.0036604345190041367,0.48491116587877203
64,7,17,0.1398,0.0002,0.004607276524087486,0.45003758655952547
64,7,18,0.16473333333333337,0.0002,0.005817043238977243,0.412568790405656
64,7,19,0.20406666666666667,0.00013333333333333334,0.007025858852921688,0.37882991836883434
64,7,20,0.2518000000000001,6.666666666666667e-05,0.008173951430475793,0.3453272761789533
64,7,21,0.28806666666666664,6.666666666666667e-05,0.009878551416579432,0.31360508267455683
64,7,22,0.3417333333333332,0.0,0.012364279619686735,0.28083131589208715
64,7,23,0.39273333333333327,0.0,0.014436608192035561,0.24841711222882326
64,7,24,0.4383333333333334,0.0,0.017702848601505585,0.21938455610599128
64,7,25,0.4962666666666667,0.0,0.020897583823381794,0.19516988662117493
64,7,26,0.5512,0.0,0.025941246792396885,0.16916531467615978
64,7,27,0.6089999999999999,0.0,0.031314233921846256,0.14642071894737788
64,7,28,0.6538,0.0,0.03762079604215397,0.1259746397257583
64,7,29,0.7063333333333334,0.0,0.043794015318199056,0.10672086633462283
64,7,30,0.7564,0.0,0.05268625824221872,0.0901256414142662
64,7,31,0.7917333333333332,0.0,0.06176850478608851,0.07470262689974246
64,9,0,0.00013333333333333334,0.6040666666666668,0.0001527756727835146,0.8489791662632643
64,9,1,0.0003333333333333333,0.4261999999999999,0.0001923508875184319,0.830479334633911
64,9,2,0.0008,0.2657333333333333,0.00023879917590634192,0.8091056532370448
64,9,3,0.002133333333333334,0.1630666666666666,0.00028383836922524447,0.7852484971168554
64,9,4,0.0020000000000000005,0.0876,0.0003525364187227547,0.7599075275378959
64,9,5,0.004000000000000002,0.044466666666666675,0.0004572853246099016,0.7356408454616941
64,9,6,0.006266666666666669,0.022533333333333336,0.00055213918838564,0.7093709331419837
64,9,7,0.009133333333333335,0.013466666666666667,0.0007321403355076407,0.6779395953190142
64,9,8,0.014400000000000007,0.007333333333333335,0.0008526408721725331,0.649212786487105
64,9,9,0.022266666666666674,0.004000000000000001,0.0010478727418518567,0.6172903058942022
64,9,10,0.025200000000000007,0.002266666666666667,0.0013696255393599401,0.5812064008675809
64,9,11,0.03786666666666668,0.0019333333333333336,0.0017189632333130635,0.5487098694125249
64,9,12,0.05126666666666668,0.0010666666666666667,0.0020353653906686423,0.5147446699016113
64,9,13,0.0676666666666667,0.0003333333333333333,0.002558916163980515,0.47581140991102217
64,9,14,0.08673333333333333,0.0003333333333333333,0.0030750019327171942,0.44373901482249634
64,9,15,0.10286666666666666,0.0002666666666666667,0.00373285866769899,0.4052020917800299
64,9,16,0.14333333333333337,0.0003333333333333333,0.0048051398959762385,0.37472542606344095
64,9,17,0.17493333333333336,6.666666666666667e-05,0.005713075418634177,0.3338533222372153
64,9,18,0.2103333333333333,6.666666666666667e-05,0.006975979940857264,0.3016944025462423
64,9,19,0.25386666666666663,0.00013333333333333334,0.008449829937423239,0.2734998198864078
64,9,20,0.30293333333333333,0.0002,0.010525074419616883,0.2380078569458678
64,9,21,0.33666666666666667,0.00013333333333333334,0.012808963079803361,0.21251561393210566
64,9,22,0.4026666666666667,6.666666666666667e-05,0.014949855543757716,0.1799102004382666
64,9,23,0.4566,0.0,0.01862721903090162,0.15830590788995164
64,9,24,0.5136000000000002,0.0,0.022267264176092694,0.13538280461251284
64,9,25,0.5708,0.0,0.02673037718047774,0.11353978304616702
64,9,26,0.6245333333333334,0.0,0.03311316036381971,0.09581078553280328
64,9,27,0.6826,0.0,0.03866884754559715,0.08038438332217608
64,9,28,0.7338666666666669,0.0,0.046412418131000915,0.06492835855114515
64,9,29,0.7785999999999998,0.0,0.055965188268379734,0.05332850328788694
64,9,30,0.818,0.0,0.06785884285821041,0.043328997549083266
64,9,31,0.8520666666666669,0.0,0.07920430862973846,0.036471822150592
64,11,0,0.0003333333333333333,0.5665999999999999,0.0001472660301525504,0.8323408112851362
64,11,1,0.0007333333333333334,0.3793333333333333,0.0001837389270999873,0.808715421924851
64,11,2,0.0016000000000000005,0.22779999999999995,0.0002572126071543935,0.7877678611103334
64,11,3,0.0025333333333333336,0.13026666666666664,0.00029156234254449357,0.7633358804576117
64,11,4,0.0023333333333333335,0.0696666666666667,0.000372719769281234,0.7363375855495707
64,11,5,0.005333333333333333,0.037600000000000015,0.00045105312785343805,0.706535844023731
64,11,6,0.008733333333333336,0.01866666666666667,0.0005951416038403867,0.6752147475636885
64,11,7,0.011066666666666669,0.009133333333333335,0.0007298246255342574,0.6426151581867133
64,11,8,0.016533333333333337,0.004533333333333334,0.0009265093364136362,0.6140442051481017
64,11,9,0.023000000000000013,0.002533333333333333,0.0011456750713221401,0.5798468333776764
64,11,10,0.03560000000000001,0.0014666666666666667,0.0014536683118062498,0.5443956915857046
64,11,11,0.043866666666666686,0.0009333333333333334,0.0017004542382875723,0.5066992347463184
64,11,12,0.05526666666666669,0.0004,0.00216704437996377,0.47335613780626973
64,11,13,0.0736666666666667,0.0005333333333333334,0.00276812670181702,0.4387529249045131
64,11,14,0.09793333333333334,0.0,0.0034860513607835957,0.4027865121234905
64,11,15,0.12453333333333332,0.0002,0.004192681322712859,0.3627812779406483
64,11,16,0.15593333333333337,0.00013333333333333334,0.005359827019313526,0.3273422799666427
64,11,17,0.19160000000000002,6.666666666666667e-05,0.006388776679421875,0.29356385868086626
64,11,18,0.23386666666666672,6.666666666666667e-05,0.007560742972111952,0.2648721439030036
64,11,19,0.28,0.0,0.009218605321721482,0.2336429099398996
64,11,20,0.32166666666666666,0.0,0.011001396187806049,0.20435710793384348
64,11,21,0.3797333333333333,6.666666666666667e-05,0.013976834773953166,0.17734043878227665
64,11,22,0.4371333333333334,0.0,0.016960955870038718,0.1513576011098621
64,11,23,0.4832666666666665,0.0,0.020320549421096214,0.13019421091595834
64,11,24,0.5465333333333334,0.0,0.02518463656562387,0.1109272370442388
64,11,25,0.6031999999999997,0.0,0.030841626078128397,0.09230393501722384
64,11,26,0.6637333333333334,0.0,0.03618982240221792,0.07907917608917248
64,11,27,0.7148,0.0,0.04382416878047665,0.06337887236979182
64,11,28,0.7605999999999999,0.0,0.05176679290060344,0.055146635861820475
64,11,29,0.8058666666666665,0.0,0.06166987020794114,0.043203449526718514
64,11,30,0.8411333333333333,0.0,0.07468368537028651,0.036495573959860785
64,11,31,0.8786666666666666,0.0,0.08770778203444571,0.028772758723456186
64,13,0,0.00013333333333333334,0.5397999999999998,0.0002063292517956932,0.8190755338592269
64,13,1,0.0006000000000000001,0.35739999999999994,0.0002640602623558184,0.7957676164859742
64,13,2,0.0016666666666666672,0.22313333333333332,0.00032085359870741786,0.7740023194906906
64,13,3,0.0018666666666666664,0.12046666666666665,0.00042102950311688426,0.7469620420969242
64,13,4,0.004333333333333333,0.06566666666666668,0.000525210266871692,0.720401078044306
64,13,5,0.004933333333333334,0.03573333333333333,0.0006039942299407988,0.6910859199895416
64,13,6,0.008000000000000004,0.017400000000000002,0.0008212924156955982,0.6570928065294585
64,13,7,0.012933333333333337,0.012466666666666666,0.0009878084356098017,0.6271238589866549
64,13,8,0.01853333333333334,0.005666666666666667,0.0012573750141103557,0.594684394318156
64,13,9,0.028066666666666677,0.004200000000000001,0.0015211270225729088,0.5644088427776232
64,13,10,0.039266666666666686,0.0022,0.0018535609365646624,0.525769751387084
64,13,11,0.052266666666666683,0.0019333333333333333,0.002346147833146193,0.48732434659634255
64,13,12,0.07233333333333335,0.0013333333333333335,0.0028991901915761875,0.4508626027953925
64,13,13,0.09313333333333333,0.0010666666666666667,0.0036341303777509383,0.4158431322169022
64,13,14,0.11699999999999999,0.0003333333333333333,0.004471611522065009,0.37900057883924737
64,13,15,0.1526,0.00013333333333333334,0.005474306047437819,0.34176446127031285
64,13,16,0.1837333333333334,6.666666666666667e-05,0.006508450368661519,0.3116792933901188
64,13,17,0.22173333333333337,6.666666666666667e-05,0.008099202571980643,0.27594317310526867
64,13,18,0.26833333333333337,6.666666666666667e-05,0.009888755275645877,0.2514907218987968
64,13,19,0.3164666666666666,0.0,0.011741873603681292,0.21557822804060575
64,13,20,0.37120000000000003,0.0,0.014697669929134266,0.19209982426347147
64,13,21,0.42480000000000007,0.0,0.01767075260739263,0.16772029499892804
64,13,22,0.47626666666666667,0.0,0.021458779969758136,0.14266160368565237
64,13,23,0.5361333333333335,0.0,0.02627164806462972,0.12090489315671847
64,13,24,0.5890666666666667,0.0,0.030923014413604847,0.10328662051641174
64,13,25,0.6509333333333334,0.0,0.03797641478115656,0.08847182871178556
64,13,26,0.7024,0.0,0.0458071166455611,0.07491724059729907
64,13,27,0.7497333333333335,0.0,0.05443560343709879,0.06233975422008369
64,13,28,0.803,0.0,0.0661375567931241,0.052005655807208416
64,13,29,0.8413333333333333,0.0,0.07849310250579712,0.04136662540455074
64,13,30,0.8738000000000002,0.0,0.09235572147787537,0.03372422454454791
64,13,31,0.9061333333333336,0.0,0.11018082777937734,0.02886491478350532
72,1,0,0.0,0.9769333333333333,4.693657775397739e-06,0.9911081742001429
72,1,1,6.666666666666667e-05,0.9554666666666666,6.243444913161608e-06,0.9898607124578087
72,1,2,0.0,0.9277333333333334,7.440526740111618e-06,0.9885499924819642
72,1,3,6.666666666666667e-05,0.8901333333333333,9.890858520297339e-06,0.9868021627308907
72,1,4,0.0,0.8506666666666668,1.1916559774683127e-05,0.9849836976551833
72,1,5,6.666666666666667e-05,0.7864666666666665,1.5335686335104402e-05,0.9829807057746404
72,1,6,6.666666666666667e-05,0.7313333333333334,1.8459298958482076e-05,0.9810744729188614
72,1,7,6.666666666666667e-05,0.6705333333333333,2.287354351791361e-05,0.9781206473526071
72,1,8,0.0002666666666666667,0.6091333333333332,2.8092844777272686e-05,0.9753737666297132
72,1,9,0.0006666666666666668,0.5359999999999998,3.614047376798987e-05,0.9719465583763566
72,1,10,0.0009333333333333336,0.4768666666666667,4.2789284827352994e-05,0.9690146039662494
72,1,11,0.0020000000000000005,0.41639999999999994,5.524091668871418e-05,0.9650310787006219
72,1,12,0.0016000000000000005,0.35626666666666656,6.939126594169212e-05,0.9607730392474036
72,1,13,0.0019333333333333333,0.30706666666666665,8.211878614544135e-05,0.9561909561715972
72,1,14,0.0036000000000000003,0.2637333333333333,0.00010032793515753892,0.950114439372608
72,1,15,0.004600000000000002,0.22226666666666667,0.00013603723145539948,0.9445690929164486
72,1,16,0.00766666666666667,0.18800000000000003,0.0001535310181272148,0.9385164722554625
72,1,17,0.008533333333333335,0.15860000000000002,0.00019337345402044458,0.9318966516518689
72,1,18,0.01126666666666667,0.13499999999999998,0.00022986670680137826,0.9245668504239049
72,1,19,0.012066666666666672,0.11213333333333333,0.00029226382629580274,0.9176691179328215
72,1,20,0.018733333333333334,0.09440000000000001,0.00034939538863877623,0.9071418188120702
72,1,21,0.022933333333333344,0.07220000000000001,0.00042748432523457793,0.8978825917073847
72,1,22,0.025933333333333346,0.06040000000000002,0.0005097139952782888,0.8892697363633327
72,1,23,0.034533333333333346,0.04986666666666668,0.0006268866941969114,0.8762819341935008
72,1,24,0.04113333333333335,0.04180000000000001,0.0007674477148714023,0.8653694484121953
72,1,25,0.050200000000000015,0.03120000000000001,0.0009253029105187334,0.8523017731887812
72,1,26,0.061933333333333354,0.02433333333333334,0.0011095865147146924,0.8385736443515454
72,1,27,0.07220000000000004,0.020533333333333337,0.0013428676480674237,0.8247638775624413
72,1,28,0.09040000000000004,0.015533333333333338,0.001631421991992459,0.8079667834877727
72,1,29,0.11260000000000002,0.009533333333333335,0.0019772138647254026,0.7922588428364034
72,1,30,0.13399999999999998,0.007266666666666669,0.002384071631500647,0.7732041456051573
72,1,31,0.15180000000000005,0.006800000000000002,0.0028779264889556475,0.7542546113203129
72,1,32,0.16986666666666672,0.004866666666666667,0.0034569042213026184,0.7345414209652527
72,1,33,0.1888,0.0030666666666666676,0.0041085498623791095,0.7139181733277571
72,1,34,0.20920000000000002,0.0027333333333333337,0.00507110446921004,0.6894736182270491
72,1,35,0.23893333333333333,0.0020666666666666667,0.006038483494087792,0.664866780024911
72,3,0,0.0,0.8862,1.0435307770156602e-05,0.9690534401814147
72,3,1,6.666666666666667e-05,0.8110666666666668,1.2025294948610512e-05,0.9648430929631304
72,3,2,6.666666666666667e-05,0.7234666666666666,1.6078677343335308e-05,0.9600158291315737
72,3,3,0.00013333333333333334,0.6188,2.0688744154594908e-05,0.9544124317354873
72,3,4,0.0003333333333333333,0.5235333333333333,2.6298679159676897e-05,0.9485815278824948
72,3,5,0.00046666666666666666,0.4188000000000001,3.250340346984076e-05,0.9426094585107995
72,3,6,0.0009333333333333334,0.3290666666666666,4.018607893368531e-05,0.9353851585702309
72,3,7,0.0009333333333333332,0.2516666666666667,5.126050499556266e-05,0.9270497552047482
72,3,8,0.0016,0.18220000000000006,6.560351504105976e-05,0.9176375954117686
72,3,9,0.0020000000000000005,0.14259999999999995,8.319600008310158e-05,0.9074424525347091
72,3,10,0.0030000000000000014,0.09579999999999998,9.616753495122369e-05,0.8968636548260794
72,3,11,0.003466666666666667,0.07026666666666667,0.00012178818945831115,0.8864262209532394
72,3,12,0.005066666666666667,0.047000000000000014,0.00015340900297835345,0.8727540104783332
72,3,13,0.006866666666666669,0.03580000000000001,0.00019666844059062127,0.858645545392726
72,3,14,0.011800000000000003,0.022333333333333337,0.00023343180108221934,0.8457552678877607
72,3,15,0.014133333333333336,0.01753333333333334,0.00030458744435605617,0.8292662428661818
72,3,16,0.019733333333333335,0.01246666666666667,0.0003752059204646333,0.8110015514385202
72,3,17,0.02533333333333334,0.0068000000000000005,0.00044089014342582974,0.7927673283795027
72,3,18,0.029800000000000007,0.004866666666666668,0.0005496030588431869,0.773442373439747
72,3,19,0.04080000000000002,0.0038000000000000004,0.0006850322938844037,0.7525206533555718
72,3,20,0.05480000000000002,0.002800000000000001,0.000846357081521436,0.7305681196682556
72,3,21,0.07133333333333335,0.0016,0.0010249206798117981,0.703791510651351
72,3,22,0.08146666666666665,0.0012000000000000001,0.001254629282644667,0.6825259599616884
72,3,23,0.09960000000000001,0.0009333333333333334,0.0015261732102496988,0.6556799997601543
72,3,24,0.1254,0.0006000000000000001,0.0018468272521550504,0.6285554517483732
72,3,25,0.146,0.00046666666666666666,0.0023477362469090366,0.6012455029981566
72,3,26,0.16826666666666668,0.0004,0.0027748784127281717,0.5705029366231616
72,3,27,0.19220000000000004,0.0003333333333333333,0.0034336577116480635,0.5418036664642546
72,3,28,0.22679999999999997,0.00013333333333333334,0.004097144824109949,0.5119715229751421
72,3,29,0.25766666666666665,0.0002666666666666667,0.0050854298903167255,0.47914039114739587
72,3,30,0.2854,6.666666666666667e-05,0.006108329004710063,0.44890509150982993
72,3,31,0.32426666666666665,6.666666666666667e-05,0.00726233579302718,0.42205058873892953
72,3,32,0.36253333333333326,6.666666666666667e-05,0.008838212226753104,0.3880359489858182
72,3,33,0.4066666666666666,6.666666666666667e-05,0.010671277220814644,0.35853067443968545
72,3,34,0.4512666666666666,6.666666666666667e-05,0.012941446322103138,0.3261315602717606
72,3,35,0.4945333333333333,0.0,0.015174027927251628,0.2984954476113577
72,5,0,0.0002,0.8366666666666667,3.174888747779027e-05,0.9524536713205298
72,5,1,0.0002,0.7386,4.228651082417063e-05,0.9455292930578363
72,5,2,0.00046666666666666666,0.6248666666666666,5.097963032640682e-05,0.9385981063503361
72,5,3,0.0006000000000000001,0.5028,6.376808863483267e-05,0.9301328746306586
72,5,4,0.0006666666666666668,0.38600000000000007,7.062502327248749e-05,0.9214898618611362
72,5,5,0.0012666666666666668,0.2886666666666667,0.00010209220105024524,0.9113288883588869
72,5,6,0.0022666666666666673,0.2077333333333333,0.00011395712036418164,0.8993713082657643
72,5,7,0.0029333333333333342,0.14126666666666665,0.00014043916362065797,0.8881279624301873
72,5,8,0.003933333333333334,0.09346666666666667,0.00017078158038373668,0.874238142855584
72,5,9,0.005533333333333335,0.06860000000000001,0.00021304471505668437,0.8619384119313478
72,5,10,0.007733333333333334,0.04113333333333335,0.00026435878463447205,0.8439990021934978
72,5,11,0.00926666666666667,0.029266666666666677,0.00032265912928229883,0.8275717662486265
72,5,12,0.014800000000000006,0.01913333333333334,0.0003692448465192024,0.8107764535994555
72,5,13,0.01646666666666667,0.014266666666666669,0.0004727545736081371,0.7907327907687158
72,5,14,0.02240000000000001,0.009333333333333336,0.0005906523907297241,0.7668087721016984
72,5,15,0.03213333333333335,0.0062000000000000015,0.0007471376522004964,0.7445905518933511
72,5,16,0.04166666666666668,0.003133333333333334,0.000853737015712907,0.7244782586602745
72,5,17,0.05226666666666669,0.002666666666666667,0.0010961475318659562,0.6992483561503698
72,5,18,0.0700666666666667,0.0009333333333333334,0.0013221323254203954,0.6700444883775365
72,5,19,0.08160000000000002,0.0010000000000000002,0.001606146639750536,0.644187973954029
72,5,20,0.10339999999999998,0.0006666666666666668,0.00200410596576398,0.6168563048043259
72,5,21,0.12106666666666667,0.0002,0.0024106943574879833,0.5851371285969503
72,5,22,0.15086666666666668,0.0003333333333333333,0.002899860702468107,0.5580309828970715
72,5,23,0.18113333333333334,0.00013333333333333334,0.0033649845473497915,0.5262473786975969
72,5,24,0.21406666666666663,6.666666666666667e-05,0.004104226210461776,0.4978784071417554
72,5,25,0.25166666666666676,0.0,0.005179039881420946,0.4671807203455018
72,5,26,0.28426666666666667,0.0,0.006133922832526778,0.43395472108923605
72,5,27,0.31966666666666665,6.666666666666667e-05,0.0074087627541272955,0.4041709205334146
72,5,28,0.3622,6.666666666666667e-05,0.008777216503507877,0.3700959964166311
72,5,29,0.4053333333333333,0.0,0.010521953024088525,0.3408368446065212
72,5,30,0.4474,6.666666666666667e-05,0.012511548252448419,0.31011150991968733
72,5,31,0.49093333333333333,0.0,0.014999229016681825,0.28680932196079206
72,5,32,0.5354666666666666,0.0,0.01828042846070021,0.2568970081301434
72,5,33,0.5836000000000001,0.0,0.02138544063190907,0.22760335653700714
72,5,34,0.6285999999999999,0.0,0.025646926595646536,0.2020673397607178
72,5,35,0.6774000000000001,0.0,0.030060777752020974,0.17990214745285088
72,7,0,0.00013333333333333334,0.7678,3.585489498691943e-05,0.9305746815634011
72,7,1,0.00013333333333333334,0.6475333333333334,4.4809973956926045e-05,0.9216662368506775
72,7,2,0.0002666666666666667,0.5064,5.535491314954163e-05,0.9115332283168749
72,7,3,0.0005333333333333334,0.3744666666666668,6.666563572508564e-05,0.8990133295433496
72,7,4,0.0008000000000000003,0.26499999999999996,8.13999963645503e-05,0.886974704142235
72,7,5,0.001,0.17980000000000002,0.00011231497077904208,0.8721338057397022
72,7,6,0.0016666666666666668,0.11093333333333333,0.00014355531739001384,0.857864814253718
72,7,7,0.003333333333333334,0.07186666666666668,0.0001673876095840153,0.8393695019441326
72,7,8,0.004000000000000001,0.04253333333333335,0.00019783247995750915,0.8231179243006694
72,7,9,0.005533333333333335,0.027066666666666673,0.00027322023324492713,0.8023955686629006
72,7,10,0.008933333333333337,0.015466666666666672,0.00031247662773551175,0.7817852559882945
72,7,11,0.01126666666666667,0.010600000000000002,0.0003959468634751153,0.7582184970155617
72,7,12,0.016866666666666672,0.005600000000000002,0.00047592652573762715,0.7378020018939414
72,7,13,0.02013333333333334,0.0038,0.0006500494054932972,0.7119239685308675
72,7,14,0.029866666666666684,0.0018666666666666669,0.0007712334930372935,0.6884996251607673
72,7,15,0.04253333333333335,0.0013333333333333335,0.0009079773455523876,0.6578788320243457
72,7,16,0.05093333333333335,0.001,0.0010872249601822654,0.6319982806418901
72,7,17,0.06953333333333336,0.0006666666666666668,0.0013636738088132867,0.5978360242341777
72,7,18,0.086,0.0003333333333333333,0.0016470416754164065,0.572656852629867
72,7,19,0.10606666666666667,0.0002,0.0021314304419302456,0.5423137039723903
72,7,20,0.1344,0.0002,0.002403758309116676,0.5077744585272311
72,7,21,0.16740000000000002,0.0,0.002935168780729457,0.47656453319426856
72,7,22,0.19853333333333337,0.0,0.0037163628945001905,0.4439385853409194
72,7,23,0.23113333333333339,6.666666666666667e-05,0.0043529319589945045,0.4128958213674351
72,7,24,0.2605333333333334,6.666666666666667e-05,0.005624879393237705,0.38000057090912737
72,7,25,0.29886666666666667,6.666666666666667e-05,0.006622333388476035,0.34966172543923346
72,7,26,0.345,0.0,0.007806080872657393,0.31620803951174487
72,7,27,0.39113333333333333,0.0,0.009750558042991011,0.28855522414028895
72,7,28,0.4355333333333334,0.0,0.011466644093988596,0.257322664922165
72,7,29,0.4778666666666667,0.0,0.013625010883244975,0.22991590582370802
72,7,30,0.5302666666666666,0.0,0.01663194632332145,0.20535499124200224
72,7,31,0.5614,0.0,0.02017761087691233,0.18150022273588926
72,7,32,0.6161333333333333,0.0,0.02394667481727465,0.15944733815369835
72,7,33,0.6627999999999997,0.0,0.028404325149972695,0.13813922774601853
72,7,34,0.7065333333333333,0.0,0.03399560552773699,0.12115689443027099
72,7,35,0.7501999999999999,0.0,0.03915944408355902,0.1027332948756848
72,9,0,6.666666666666667e-05,0.7326666666666666,4.639384910773403e-05,0.9082311593529976
72,9,1,6.666666666666667e-05,0.5722666666666666,6.728306392737321e-05,0.895977005481012
72,9,2,0.0002666666666666667,0.42786666666666656,6.791315422911187e-05,0.8825911445814106
72,9,3,0.0003333333333333333,0.2968666666666666,9.269997109014021e-05,0.8671262096017355
72,9,4,0.0006000000000000001,0.19260000000000008,0.00011929144589977882,0.8520496959617504
72,9,5,0.0010000000000000002,0.11446666666666666,0.00014414495102380072,0.8359303056047253
72,9,6,0.0017333333333333337,0.06340000000000001,0.00019896071093289578,0.8151574019015999
72,9,7,0.003933333333333334,0.038000000000000006,0.00020143468250864138,0.796965400311055
72,9,8,0.004866666666666668,0.019800000000000005,0.00025150885028561,0.7730534849283457
72,9,9,0.0072000000000000015,0.011733333333333337,0.0003322945034733813,0.7487421745769146
72,9,10,0.010666666666666668,0.006200000000000001,0.00040153079645304456,0.7244825096297928
72,9,11,0.016333333333333335,0.0028666666666666675,0.0005463053519844883,0.6948825048525038
72,9,12,0.022666666666666672,0.0012666666666666668,0.0006042914305661489,0.6698514488353784
72,9,13,0.030333333333333334,0.0010000000000000002,0.0007528297390157289,0.6431878820381716
72,9,14,0.03640000000000001,0.0006000000000000001,0.0009293220533418697,0.6140977270883267
72,9,15,0.048200000000000014,0.0004,0.0011195737231673808,0.5808371070095465
72,9,16,0.05953333333333336,0.0002666666666666667,0.0013717266981441087,0.5478396480502984
72,9,17,0.08066666666666668,6.666666666666667e-05,0.0016681753666324118,0.5132989732453143
72,9,18,0.09793333333333336,6.666666666666667e-05,0.00213564729989385,0.4810881489444519
72,9,19,0.12360000000000002,0.0,0.0024974552490250514,0.4490344798802493
72,9,20,0.14166666666666666,6.666666666666667e-05,0.0029828957252564558,0.4125948417763385
72,9,21,0.17439999999999997,0.0,0.00379095908971047,0.3807575223619847
72,9,22,0.20279999999999998,0.0,0.00471266608021256,0.3483176704943464
72,9,23,0.23859999999999995,0.0,0.0053825118383911815,0.31605449715804673
72,9,24,0.2782666666666666,0.0,0.006862902383953982,0.2815330316771435
72,9,25,0.32339999999999997,0.0,0.008100825637533397,0.2553688223875048
72,9,26,0.3727333333333334,0.0,0.009399580143714023,0.22764202018554558
72,9,27,0.4096000000000001,0.0,0.011726935998560832,0.19922276094951094
72,9,28,0.45433333333333337,0.0,0.014185039205912965,0.17605063378042132
72,9,29,0.5249333333333334,0.0,0.016434906853727414,0.15131039017471853
72,9,30,0.57,0.0,0.0198535586288336,0.1333109723585834
72,9,31,0.6104666666666666,0.0,0.023890548710869132,0.1110607800388743
72,9,32,0.6662666666666667,0.0,0.028584637860564106,0.0971912742713508
72,9,33,0.7169333333333332,0.0,0.033688975202101644,0.08223044326991645
