M (Hyperplanes),D (Bags),T (Filtered),FP (Hashed),FN (Hashed)
72,3,6,0.0,0.9994399999999999
72,3,7,0.0,0.9991599999999999
72,3,8,0.0,0.99844
72,3,9,0.0,0.9979199999999999
72,3,10,0.0,0.99688
72,3,11,0.0,0.9959199999999998
72,3,12,0.0,0.9936799999999999
72,3,13,0.0,0.9902399999999997
72,3,14,0.0,0.9863199999999995
72,3,15,0.0,0.9828799999999999
72,3,16,0.0,0.9790399999999999
72,3,17,0.0,0.9738
72,3,18,0.0,0.9650399999999995
72,3,19,0.0,0.9570400000000001
72,3,20,0.0,0.9443999999999998
72,3,21,0.0,0.9319599999999998
72,3,22,0.0,0.91956
72,3,23,0.0,0.9059600000000002
72,3,24,0.0,0.88652
72,3,25,0.0,0.86612
72,3,26,0.0,0.8460799999999997
72,3,27,0.0,0.8239199999999997
72,3,28,0.0,0.79696
72,3,29,0.0,0.7661999999999999
72,3,30,0.0,0.7367599999999997
72,3,31,0.0,0.7089599999999998
72,3,32,0.0,0.6728799999999999
72,3,33,0.0,0.6435200000000001
72,3,34,0.0,0.61096
72,3,35,0.0,0.5729599999999999
72,5,0,0.0,0.99992
72,5,1,0.0,0.99988
72,5,2,0.0,0.9999600000000001
72,5,3,0.0,0.99976
72,5,4,0.0,0.9995599999999999
72,5,5,0.0,0.99956
72,5,6,0.0,0.9993999999999998
72,5,7,0.0,0.9987599999999999
72,5,8,0.0,0.99788
72,5,9,0.0,0.9971599999999999
72,5,10,0.0,0.99552
72,5,11,0.0,0.9928399999999997
72,5,12,0.0,0.9904799999999996
72,5,13,0.0,0.9879199999999997
72,5,14,0.0,0.98232
72,5,15,0.0,0.9776399999999995
72,5,16,0.0,0.9721199999999998
72,5,17,0.0,0.9576800000000002
72,5,18,0.0,0.9497200000000002
72,5,19,0.0,0.9409199999999999
72,5,20,0.0,0.9267599999999999
72,5,21,0.0,0.9106399999999998
72,5,22,0.0,0.8876000000000001
72,5,23,0.0,0.86944
72,5,24,0.0,0.8419599999999999
72,5,25,0.0,0.8151199999999997
72,5,26,0.0,0.7855599999999998
72,5,27,0.0,0.7603600000000001
72,5,28,0.0,0.7286799999999998
72,5,29,0.0,0.69168
72,5,30,0.0,0.6560000000000004
72,5,31,0.0,0.6188799999999999
72,5,32,0.0,0.5889200000000001
72,5,33,0.0,0.5512399999999998
72,5,34,0.0,0.50896
72,5,35,0.0,0.47364000000000006
72,7,0,0.0,1.0
72,7,1,0.0,0.99992
72,7,2,0.0,0.99988
72,7,3,0.0,0.99984
72,7,4,0.0,0.9995599999999999
72,7,5,0.0,0.99964
72,7,6,0.0,0.9987999999999999
72,7,7,0.0,0.9986799999999998
72,7,8,0.0,0.9973199999999999
72,7,9,0.0,0.9960799999999997
72,7,10,0.0,0.9938400000000001
72,7,11,0.0,0.99232
72,7,12,0.0,0.9887200000000004
72,7,13,0.0,0.9830400000000001
72,7,14,0.0,0.9771199999999999
72,7,15,0.0,0.9716399999999997
72,7,16,0.0,0.9608800000000001
72,7,17,0.0,0.9521200000000002
72,7,18,0.0,0.9375200000000001
72,7,19,0.0,0.9212000000000004
72,7,20,0.0,0.9013599999999999
72,7,21,0.0,0.8808399999999998
72,7,22,0.0,0.85772
72,7,23,0.0,0.8294799999999999
72,7,24,0.0,0.7993200000000001
72,7,25,0.0,0.7713599999999995
72,7,26,0.0,0.7389999999999999
72,7,27,0.0,0.70412
72,7,28,0.0,0.6630800000000001
72,7,29,0.0,0.63008
72,7,30,0.0,0.5951599999999998
72,7,31,0.0,0.5507600000000001
72,7,32,0.0,0.5161199999999999
72,7,33,0.0,0.47308000000000017
72,7,34,0.0,0.44484000000000007
72,7,35,0.0,0.412
72,9,0,0.0,1.0
72,9,1,0.0,0.9999600000000001
72,9,2,0.0,0.99976
72,9,3,0.0,0.9996399999999999
72,9,4,0.0,0.9994399999999999
72,9,5,0.0,0.9992399999999999
72,9,6,0.0,0.9988799999999998
72,9,7,0.0,0.9983599999999998
72,9,8,0.0,0.9972
72,9,9,0.0,0.9954799999999997
72,9,10,0.0,0.9939199999999997
72,9,11,0.0,0.9883600000000001
72,9,12,0.0,0.9863599999999997
72,9,13,0.0,0.9805999999999999
72,9,14,0.0,0.9724799999999996
72,9,15,0.0,0.9647199999999999
72,9,16,0.0,0.9535199999999999
72,9,17,0.0,0.9407599999999998
72,9,18,0.0,0.9238800000000004
72,9,19,0.0,0.90596
72,9,20,0.0,0.8858
72,9,21,0.0,0.8631599999999999
72,9,22,0.0,0.8348399999999998
72,9,23,0.0,0.8033599999999999
72,9,24,0.0,0.7732000000000001
72,9,25,0.0,0.7397999999999998
72,9,26,0.0,0.70368
72,9,27,0.0,0.6698800000000001
72,9,28,0.0,0.62888
72,9,29,0.0,0.5924799999999999
72,9,30,0.0,0.5586800000000001
72,9,31,0.0,0.5216400000000001
72,9,32,0.0,0.47712000000000004
72,9,33,0.0,0.44931999999999994
72,9,34,0.0,0.40324000000000004
72,9,35,0.0,0.3737999999999999
72,11,0,0.0,0.99988
72,11,1,0.0,0.99984
72,11,2,0.0,0.99976
72,11,3,0.0,0.9994799999999999
72,11,4,0.0,0.9991199999999999
72,11,5,0.0,0.9984799999999998
72,11,6,0.0,0.9979199999999999
72,11,7,0.0,0.9970799999999999
72,11,8,0.0,0.99576
72,11,9,0.0,0.9927999999999993
72,11,10,0.0,0.9895599999999999
72,11,11,0.0,0.9863600000000001
72,11,12,0.0,0.98
72,11,13,0.0,0.97288
72,11,14,0.0,0.9649599999999998
72,11,15,0.0,0.9545999999999999
72,11,16,0.0,0.9403199999999998
72,11,17,0.0,0.9236399999999999
72,11,18,0.0,0.9083999999999998
72,11,19,0.0,0.8845200000000001
72,11,20,0.0,0.8636400000000001
72,11,21,0.0,0.8308399999999996
72,11,22,0.0,0.8050800000000002
72,11,23,0.0,0.7730000000000001
72,11,24,0.0,0.7368000000000001
72,11,25,0.0,0.7007200000000001
72,11,26,0.0,0.6648000000000001
72,11,27,0.0,0.6294000000000002
72,11,28,0.0,0.5872799999999999
72,11,29,0.0,0.54824
72,11,30,0.0,0.51304
72,11,31,0.0,0.48000000000000015
72,11,32,0.0,0.44236
72,11,33,0.0,0.40184000000000003
72,11,34,0.0,0.3740000000000001
72,11,35,0.0,0.34332000000000007
72,13,0,0.0,1.0
72,13,1,0.0,0.9998799999999999
72,13,2,0.0,0.9998
72,13,3,0.0,0.9993599999999999
72,13,4,0.0,0.9991599999999999
72,13,5,0.0,0.9987999999999999
72,13,6,0.0,0.99816
72,13,7,0.0,0.9974399999999999
72,13,8,0.0,0.9957999999999997
72,13,9,0.0,0.9918399999999998
72,13,10,0.0,0.9903599999999999
72,13,11,0.0,0.98476
72,13,12,0.0,0.9794399999999999
72,13,13,0.0,0.9749999999999998
72,13,14,0.0,0.9609199999999996
72,13,15,0.0,0.9533999999999999
72,13,16,0.0,0.9384399999999999
72,13,17,0.0,0.9209199999999998
72,13,18,0.0,0.90288
72,13,19,0.0,0.8782800000000003
72,13,20,0.0,0.8493599999999999
72,13,21,0.0,0.8190400000000001
72,13,22,0.0,0.7833599999999997
72,13,23,0.0,0.7572800000000001
72,13,24,0.0,0.71736
72,13,25,0.0,0.67856
72,13,26,0.0,0.6389999999999999
72,13,27,0.0,0.5964399999999999
72,13,28,0.0,0.55584
72,13,29,0.0,0.5143599999999998
72,13,30,0.0,0.47176000000000007
72,13,31,0.0,0.43616
72,13,32,0.0,0.40380000000000005
72,13,33,0.0,0.36676000000000003
72,13,34,0.0,0.33440000000000014
72,13,35,0.0,0.29735999999999996
80,1,0,0.0,1.0
80,1,1,0.0,1.0
80,1,2,0.0,1.0
80,1,3,0.0,0.9998799999999999
80,1,4,0.0,1.0
80,1,5,0.0,1.0
80,1,6,0.0,1.0
80,1,7,0.0,0.99984
80,1,8,0.0,0.9998799999999999
80,1,9,0.0,0.9996399999999999
80,1,10,0.0,0.9996799999999999
80,1,11,0.0,0.9993599999999998
80,1,12,0.0,0.9993599999999998
80,1,13,0.0,0.99884
80,1,14,0.0,0.9983599999999998
80,1,15,0.0,0.9980800000000001
80,1,16,0.0,0.9972799999999995
80,1,17,0.0,0.99532
80,1,18,0.0,0.99484
80,1,19,0.0,0.99276
80,1,20,0.0,0.9916399999999997
80,1,21,0.0,0.9893600000000002
80,1,22,0.0,0.9846799999999996
80,1,23,0.0,0.9829999999999997
80,1,24,0.0,0.9792400000000001
80,1,25,0.0,0.9732399999999997
80,1,26,0.0,0.9675200000000003
80,1,27,0.0,0.96336
80,1,28,0.0,0.95364
80,1,29,0.0,0.9452400000000002
80,1,30,0.0,0.9378800000000002
80,1,31,0.0,0.9276000000000001
80,1,32,0.0,0.9147599999999997
80,1,33,0.0,0.90236
80,1,34,0.0,0.89024
80,1,35,0.0,0.87004
80,1,36,0.0,0.8572399999999999
80,1,37,0.0,0.8360800000000002
80,1,38,0.0,0.8191200000000002
80,1,39,0.0,0.7979599999999998
80,3,0,0.0,1.0
80,3,1,0.0,0.99996
80,3,2,0.0,1.0
80,3,3,0.0,1.0
80,3,4,0.0,0.99996
80,3,5,0.0,0.99992
80,3,6,0.0,0.9996799999999999
80,3,7,0.0,0.9998800000000001
80,3,8,0.0,0.9994000000000001
80,3,9,0.0,0.99912
80,3,10,0.0,0.9994
80,3,11,0.0,0.9990399999999999
80,3,12,0.0,0.9981599999999999
80,3,13,0.0,0.9967999999999999
80,3,14,0.0,0.9956399999999997
80,3,15,0.0,0.9945999999999999
80,3,16,0.0,0.99244
80,3,17,0.0,0.98996
80,3,18,0.0,0.9859599999999997
80,3,19,0.0,0.9830399999999999
80,3,20,0.0,0.9781199999999999
80,3,21,0.0,0.9713200000000001
80,3,22,0.0,0.9655599999999999
80,3,23,0.0,0.9551599999999999
80,3,24,0.0,0.9456400000000003
80,3,25,0.0,0.9338399999999997
80,3,26,0.0,0.92396
80,3,27,0.0,0.909
80,3,28,0.0,0.8958800000000001
80,3,29,0.0,0.8774000000000001
80,3,30,0.0,0.8559199999999998
80,3,31,0.0,0.8373600000000002
80,3,32,0.0,0.8127200000000002
80,3,33,0.0,0.7881599999999999
80,3,34,0.0,0.7617200000000001
80,3,35,0.0,0.7347999999999999
80,3,36,0.0,0.7130000000000001
80,3,37,0.0,0.6804800000000002
80,3,38,0.0,0.6465599999999999
80,3,39,0.0,0.6193199999999998
80,5,0,0.0,1.0
80,5,1,0.0,1.0
80,5,2,0.0,1.0
80,5,3,0.0,1.0
80,5,4,0.0,0.9999600000000001
80,5,5,0.0,0.99992
80,5,6,0.0,0.99952
80,5,7,0.0,0.9998400000000001
80,5,8,0.0,0.99944
80,5,9,0.0,0.9991199999999999
80,5,10,0.0,0.9989200000000001
80,5,11,0.0,0.99808
80,5,12,0.0,0.9975199999999999
80,5,13,0.0,0.9965199999999997
80,5,14,0.0,0.9943199999999998
80,5,15,0.0,0.9922399999999998
80,5,16,0.0,0.9910400000000001
80,5,17,0.0,0.9870799999999998
80,5,18,0.0,0.9833200000000001
80,5,19,0.0,0.9779199999999999
80,5,20,0.0,0.9726799999999998
80,5,21,0.0,0.9652399999999999
80,5,22,0.0,0.9555199999999998
80,5,23,0.0,0.9481599999999999
80,5,24,0.0,0.9306799999999998
80,5,25,0.0,0.9151999999999998
80,5,26,0.0,0.9033199999999998
80,5,27,0.0,0.88264
80,5,28,0.0,0.8631199999999997
80,5,29,0.0,0.8414400000000001
80,5,30,0.0,0.8178799999999999
80,5,31,0.0,0.7952400000000001
80,5,32,0.0,0.7620800000000001
80,5,33,0.0,0.7364399999999999
80,5,34,0.0,0.7013599999999998
80,5,35,0.0,0.6735599999999999
80,5,36,0.0,0.6425200000000001
80,5,37,0.0,0.60948
80,5,38,0.0,0.5737200000000001
80,5,39,0.0,0.5361199999999999
80,7,0,0.0,0.9999600000000001
80,7,1,0.0,0.9999600000000001
80,7,2,0.0,0.9999600000000001
80,7,3,0.0,0.99996
80,7,4,0.0,0.9999600000000001
80,7,5,0.0,0.9996799999999999
80,7,6,0.0,0.9997999999999998
80,7,7,0.0,0.99924
80,7,8,0.0,0.99944
80,7,9,0.0,0.9983599999999998
80,7,10,0.0,0.9973199999999998
80,7,11,0.0,0.9964399999999999
80,7,12,0.0,0.9949999999999997
80,7,13,0.0,0.9936800000000001
80,7,14,0.0,0.9909199999999998
80,7,15,0.0,0.9879200000000001
80,7,16,0.0,0.9816399999999997
80,7,17,0.0,0.97892
80,7,18,0.0,0.9723599999999998
80,7,19,0.0,0.9610800000000002
80,7,20,0.0,0.95256
80,7,21,0.0,0.9403200000000002
80,7,22,0.0,0.9314
80,7,23,0.0,0.91256
80,7,24,0.0,0.8970399999999998
80,7,25,0.0,0.8786799999999998
80,7,26,0.0,0.8574
80,7,27,0.0,0.82824
80,7,28,0.0,0.8016399999999997
80,7,29,0.0,0.7785600000000001
80,7,30,0.0,0.7557200000000001
80,7,31,0.0,0.7181200000000003
80,7,32,0.0,0.6895999999999998
80,7,33,0.0,0.6582399999999999
80,7,34,0.0,0.6223600000000001
80,7,35,0.0,0.58976
80,7,36,0.0,0.5599200000000001
80,7,37,0.0,0.51948
80,7,38,0.0,0.4925999999999998
80,7,39,0.0,0.45975999999999995
80,9,0,0.0,1.0
80,9,1,0.0,1.0
80,9,2,0.0,0.99996
80,9,3,0.0,0.9997199999999998
80,9,4,0.0,0.9998
80,9,5,0.0,0.99952
80,9,6,0.0,0.9994400000000002
80,9,7,0.0,0.9985199999999999
80,9,8,0.0,0.9978799999999999
80,9,9,0.0,0.9970799999999997
80,9,10,0.0,0.9965199999999999
80,9,11,0.0,0.99356
80,9,12,0.0,0.9921599999999998
80,9,13,0.0,0.9889599999999994
80,9,14,0.0,0.9857999999999998
80,9,15,0.0,0.9788399999999997
80,9,16,0.0,0.9750399999999999
80,9,17,0.0,0.96568
80,9,18,0.0,0.9545999999999999
80,9,19,0.0,0.94396
80,9,20,0.0,0.9314399999999995
80,9,21,0.0,0.9189600000000001
80,9,22,0.0,0.8967200000000001
80,9,23,0.0,0.8785199999999999
80,9,24,0.0,0.8576799999999999
80,9,25,0.0,0.8342
80,9,26,0.0,0.8057999999999997
80,9,27,0.0,0.7739599999999999
80,9,28,0.0,0.7414399999999999
80,9,29,0.0,0.7141599999999998
80,9,30,0.0,0.6825199999999999
80,9,31,0.0,0.6466399999999999
80,9,32,0.0,0.6162400000000001
80,9,33,0.0,0.57708
80,9,34,0.0,0.53976
80,9,35,0.0,0.5075599999999997
80,9,36,0.0,0.4712799999999999
80,9,37,0.0,0.4353199999999999
80,9,38,0.0,0.40952000000000005
80,9,39,0.0,0.37632
80,11,0,0.0,0.9998799999999999
80,11,1,0.0,0.99992
80,11,2,0.0,0.99996
80,11,3,0.0,0.9997999999999999
80,11,4,0.0,0.9995200000000001
80,11,5,0.0,0.9996
80,11,6,0.0,0.9992800000000002
80,11,7,0.0,0.9991599999999999
80,11,8,0.0,0.9983199999999998
80,11,9,0.0,0.9975599999999997
80,11,10,0.0,0.9965599999999999
80,11,11,0.0,0.9937599999999998
80,11,12,0.0,0.9921599999999999
80,11,13,0.0,0.9878799999999995
80,11,14,0.0,0.9854399999999996
80,11,15,0.0,0.9805599999999999
80,11,16,0.0,0.9748799999999995
80,11,17,0.0,0.9653999999999999
80,11,18,0.0,0.954
80,11,19,0.0,0.9431599999999998
80,11,20,0.0,0.9293599999999997
80,11,21,0.0,0.9140399999999999
80,11,22,0.0,0.8954799999999998
80,11,23,0.0,0.8723599999999999
80,11,24,0.0,0.8492000000000001
80,11,25,0.0,0.8247599999999997
80,11,26,0.0,0.7994799999999996
80,11,27,0.0,0.7633600000000003
80,11,28,0.0,0.73344
80,11,29,0.0,0.7020399999999998
80,11,30,0.0,0.6656799999999999
80,11,31,0.0,0.6354
80,11,32,0.0,0.59884
80,11,33,0.0,0.56572
80,11,34,0.0,0.53276
80,11,35,0.0,0.4886800000000001
80,11,36,0.0,0.4564399999999999
80,11,37,0.0,0.42367999999999995
80,11,38,0.0,0.3947999999999999
80,11,39,0.0,0.3616
80,13,0,0.0,0.9999600000000001
80,13,1,0.0,0.9999600000000001
80,13,2,0.0,0.9999199999999999
80,13,3,0.0,0.9995999999999999
80,13,4,0.0,0.9997599999999999
80,13,5,0.0,0.9996399999999999
80,13,6,0.0,0.9993199999999999
80,13,7,0.0,0.9988799999999999
80,13,8,0.0,0.9977999999999997
80,13,9,0.0,0.9972399999999998
80,13,10,0.0,0.9955199999999996
80,13,11,0.0,0.9939999999999997
80,13,12,0.0,0.9908399999999999
80,13,13,0.0,0.9889199999999997
80,13,14,0.0,0.9821199999999999
80,13,15,0.0,0.9754400000000001
80,13,16,0.0,0.9707199999999999
80,13,17,0.0,0.9601600000000002
80,13,18,0.0,0.9496800000000002
80,13,19,0.0,0.9360399999999998
80,13,20,0.0,0.9168
80,13,21,0.0,0.8981999999999997
80,13,22,0.0,0.8764400000000002
80,13,23,0.0,0.8552000000000003
80,13,24,0.0,0.8315600000000001
80,13,25,0.0,0.8031200000000002
80,13,26,0.0,0.7716799999999999
80,13,27,0.0,0.7373200000000001
80,13,28,0.0,0.7002400000000002
80,13,29,0.0,0.66904
80,13,30,0.0,0.63676
80,13,31,0.0,0.59804
80,13,32,0.0,0.5590799999999998
80,13,33,0.0,0.5236000000000001
80,13,34,0.0,0.49
80,13,35,0.0,0.4468400000000001
80,13,36,0.0,0.41508
80,13,37,0.0,0.38727999999999996
80,13,38,0.0,0.35052
80,13,39,0.0,0.32732000000000006
88,1,0,0.0,0.9999600000000001
88,1,1,0.0,1.0
88,1,2,0.0,1.0
88,1,3,0.0,1.0
88,1,4,0.0,1.0
88,1,5,0.0,1.0
88,1,6,0.0,1.0
88,1,7,0.0,1.0
88,1,8,0.0,0.99988
88,1,9,0.0,1.0
88,1,10,0.0,0.9998400000000001
88,1,11,0.0,0.9998399999999998
88,1,12,0.0,0.9996
88,1,13,0.0,0.99964
88,1,14,0.0,0.9994
88,1,15,0.0,0.9995599999999999
88,1,16,0.0,0.9987199999999998
88,1,17,0.0,0.9988800000000001
88,1,18,0.0,0.9982800000000001
88,1,19,0.0,0.9981199999999998
88,1,20,0.0,0.9967999999999999
88,1,21,0.0,0.9957600000000001
88,1,22,0.0,0.99484
88,1,23,0.0,0.9936799999999998
88,1,24,0.0,0.9924399999999999
88,1,25,0.0,0.9910399999999996
88,1,26,0.0,0.9890400000000001
88,1,27,0.0,0.9863200000000002
88,1,28,0.0,0.9842399999999998
88,1,29,0.0,0.9801199999999998
88,1,30,0.0,0.9749999999999998
88,1,31,0.0,0.9729199999999996
88,1,32,0.0,0.9663599999999997
88,1,33,0.0,0.9613999999999998
88,1,34,0.0,0.9544399999999998
