M (Hyperplanes),D (Bags),T (Filtered),FP (Hashed),FN (Hashed)
64,9,26,0.0,0.46019999999999994
64,9,27,0.0,0.41484000000000015
64,9,28,0.0,0.36908
64,9,29,0.0,0.32844
64,9,30,0.0,0.298
64,9,31,0.0,0.263
64,11,0,0.0,0.9997199999999999
64,11,1,0.0,0.9994
64,11,2,0.0,0.9991199999999998
64,11,3,0.0,0.9986399999999998
64,11,4,0.0,0.9975199999999996
64,11,5,0.0,0.9965600000000001
64,11,6,0.0,0.9937999999999996
64,11,7,0.0,0.9900000000000001
64,11,8,0.0,0.9865600000000001
64,11,9,0.0,0.9789999999999999
64,11,10,0.0,0.9717999999999998
64,11,11,0.0,0.9595999999999997
64,11,12,0.0,0.9487599999999997
64,11,13,0.0,0.9286799999999998
64,11,14,0.0,0.9076400000000002
64,11,15,0.0,0.8833200000000001
64,11,16,0.0,0.8538000000000003
64,11,17,0.0,0.8228000000000002
64,11,18,0.0,0.7938799999999999
64,11,19,0.0,0.7516799999999999
64,11,20,0.0,0.71112
64,11,21,0.0,0.6723199999999997
64,11,22,0.0,0.63088
64,11,23,0.0,0.5850799999999999
64,11,24,0.0,0.5406000000000001
64,11,25,0.0,0.5024799999999999
64,11,26,0.0,0.4534799999999998
64,11,27,0.0,0.41192
64,11,28,0.0,0.37396000000000007
64,11,29,0.0,0.34412
64,11,30,0.0,0.3067200000000001
64,11,31,0.0,0.27792
64,13,0,0.0,0.99968
64,13,1,0.0,0.9995599999999999
64,13,2,0.0,0.9988800000000001
64,13,3,0.0,0.9985599999999999
64,13,4,0.0,0.9973999999999998
64,13,5,0.0,0.9958399999999996
64,13,6,0.0,0.9925999999999996
64,13,7,0.0,0.9886799999999998
64,13,8,0.0,0.9829199999999997
64,13,9,0.0,0.9767999999999999
64,13,10,0.0,0.9642399999999999
64,13,11,0.0,0.9549199999999999
64,13,12,0.0,0.9373999999999998
64,13,13,0.0,0.9197199999999998
64,13,14,0.0,0.8954
64,13,15,0.0,0.8707199999999999
64,13,16,0.0,0.8360400000000001
64,13,17,0.0,0.8015200000000005
64,13,18,0.0,0.7676800000000003
64,13,19,0.0,0.7187200000000001
64,13,20,0.0,0.6784
64,13,21,0.0,0.63248
64,13,22,0.0,0.58916
64,13,23,0.0,0.5418799999999999
64,13,24,0.0,0.50108
64,13,25,0.0,0.4487999999999998
64,13,26,0.0,0.4039599999999999
64,13,27,0.0,0.36168000000000006
64,13,28,0.0,0.33087999999999995
64,13,29,0.0,0.29116
64,13,30,0.0,0.26024
64,13,31,0.0,0.22912000000000002
72,1,0,0.0,1.0
72,1,1,0.0,0.9999600000000001
72,1,2,0.0,0.99996
72,1,3,0.0,0.99988
72,1,4,0.0,0.99996
72,1,5,0.0,0.9998399999999998
72,1,6,0.0,0.99984
72,1,7,0.0,0.99984
72,1,8,0.0,0.9995200000000001
72,1,9,0.0,0.9994399999999999
72,1,10,0.0,0.9989599999999998
72,1,11,0.0,0.9986800000000001
72,1,12,0.0,0.9981999999999995
72,1,13,0.0,0.9973999999999998
72,1,14,0.0,0.9956399999999996
72,1,15,0.0,0.9952399999999997
72,1,16,0.0,0.9940799999999996
72,1,17,0.0,0.9925999999999999
72,1,18,0.0,0.9889199999999998
72,1,19,0.0,0.98568
72,1,20,0.0,0.9821199999999998
72,1,21,0.0,0.9778799999999999
72,1,22,0.0,0.9723999999999997
72,1,23,0.0,0.9661999999999996
72,1,24,0.0,0.9622799999999999
72,1,25,0.0,0.9524799999999998
72,1,26,0.0,0.9420000000000001
72,1,27,0.0,0.9312799999999999
72,1,28,0.0,0.9171600000000001
72,1,29,0.0,0.9076399999999996
72,1,30,0.0,0.8921200000000004
72,1,31,0.0,0.8764399999999999
72,1,32,0.0,0.8653600000000004
72,1,33,0.0,0.8478
72,1,34,0.0,0.8251999999999999
72,1,35,0.0,0.8077200000000002
72,3,0,0.0,0.99996
72,3,1,0.0,0.99988
72,3,2,0.0,0.99988
72,3,3,0.0,0.9999199999999999
72,3,4,0.0,0.9997199999999999
72,3,5,0.0,0.99968
