Angle (Degrees),Cosine Similarity,False Negative Rate,False Positive Rate
13.449999999999974,0.972573,0.262752,0.0
13.499999999999973,0.97237,0.255327,0.0
13.549999999999972,0.972166,0.248495,0.0
13.599999999999973,0.971961,0.242892,0.0
13.649999999999974,0.971755,0.236321,0.0
13.699999999999973,0.971549,0.229926,0.0
13.749999999999972,0.971342,0.22372,0.0
13.799999999999972,0.971134,0.219957,0.0
13.849999999999973,0.970926,0.215106,0.0
13.899999999999972,0.970716,0.209098,0.0
13.94999999999997,0.970506,0.202761,0.0
13.999999999999972,0.970296,0.198306,0.0
14.049999999999972,0.970084,0.193188,0.0
14.099999999999971,0.969872,0.188337,0.0
14.14999999999997,0.969659,0.18398,0.0
14.19999999999997,0.969445,0.179723,0.0
14.249999999999972,0.969231,0.176159,0.0
14.29999999999997,0.969016,0.172032,0.0
14.34999999999997,0.9688,0.167675,0.0
14.39999999999997,0.968583,0.162923,0.0
14.44999999999997,0.968366,0.158994,0.0
14.49999999999997,0.968148,0.154736,0.0
14.549999999999969,0.967929,0.150281,0.0
14.59999999999997,0.967709,0.146716,0.0
14.64999999999997,0.967489,0.14348,0.0
14.699999999999969,0.967268,0.139947,0.0
14.749999999999968,0.967046,0.136117,0.0
14.799999999999969,0.966823,0.132297,0.0
14.84999999999997,0.9666,0.127774,0.0
14.899999999999968,0.966376,0.124241,0.0
14.949999999999967,0.966151,0.120708,0.0
14.999999999999968,0.965926,0.116945,0.0
15.049999999999969,0.9657,0.114668,0.0
15.099999999999968,0.965473,0.110708,0.0
15.149999999999967,0.965245,0.10866,0.0
15.199999999999967,0.965016,0.105095,0.0
15.249999999999968,0.964787,0.103444,0.0
15.299999999999967,0.964557,0.099911,0.0
15.349999999999966,0.964327,0.097039,0.0
15.399999999999967,0.964095,0.094991,0.0
15.449999999999967,0.963863,0.093043,0.0
15.499999999999966,0.96363,0.091062,0.0
15.549999999999965,0.963397,0.08865,0.0
15.599999999999966,0.963163,0.087493,0.0
15.649999999999967,0.962928,0.085544,0.0
15.699999999999966,0.962692,0.083001,0.0
15.749999999999964,0.962455,0.08112,0.0
15.799999999999965,0.962218,0.079041,0.0
15.849999999999966,0.96198,0.077655,0.0
15.899999999999965,0.961741,0.075706,0.0
15.949999999999964,0.961502,0.074023,0.0
15.999999999999964,0.961262,0.072402,0.0
16.049999999999965,0.961021,0.070849,0.0
